200 
INF,1439,0,1000
INF,1439,0,1001
INF,1439,0,1002
INF,1439,0,1003
INF,1439,0,1004
INF,1439,0,1005
INF,1439,0,1006
INF,1439,0,1007
INF,1439,0,1008
INF,1439,0,1009
INF,1439,0,1010
INF,1439,0,1011
INF,1439,0,1012
INF,1439,0,1013
INF,1439,0,1014
INF,1439,0,1015
INF,1439,0,1016
INF,1439,0,1017
INF,1439,0,1018
INF,1439,0,1019
INF,1439,0,1020
INF,1439,0,1021
INF,1439,0,1022
INF,1439,0,1023
INF,1439,0,1024
INF,1439,0,1025
INF,1439,0,1026
INF,1439,0,1027
INF,1439,0,1028
INF,1439,0,1029
INF,1439,0,1030
INF,1439,0,1031
INF,1439,0,1032
INF,1439,0,1033
INF,1439,0,1034
INF,1439,0,1035
INF,1439,0,1036
INF,1439,0,1037
INF,1439,0,1038
INF,1439,0,1039
INF,1439,0,1040
INF,1439,0,1041
INF,1439,0,1042
INF,1439,0,1043
INF,1439,0,1044
INF,1439,0,1045
INF,1439,0,1046
INF,1439,0,1047
INF,1439,0,1048
INF,1439,0,1049
INF,1439,0,1050
INF,1439,0,1051
INF,1439,0,1052
INF,1439,0,1053
INF,1439,0,1054
INF,1439,0,1055
INF,1439,0,1056
INF,1439,0,1057
INF,1439,0,1058
INF,1439,0,1059
INF,1439,0,1060
INF,1439,0,1061
INF,1439,0,1062
INF,1439,0,1063
INF,1439,0,1064
INF,1439,0,1065
INF,1439,0,1066
INF,1439,0,1067
INF,1439,0,1068
INF,1439,0,1069
INF,1439,0,1070
INF,1439,0,1071
INF,1439,0,1072
INF,1439,0,1073
INF,1439,0,1074
INF,1439,0,1075
INF,1439,0,1076
INF,1439,0,1077
INF,1439,0,1078
INF,1439,0,1079
INF,1439,0,1080
INF,1439,0,1081
INF,1439,0,1082
INF,1439,0,1083
INF,1439,0,1084
INF,1439,0,1085
INF,1439,0,1086
INF,1439,0,1087
INF,1439,0,1088
INF,1439,0,1089
INF,1439,0,1090
INF,1439,0,1091
INF,1439,0,1092
INF,1439,1,1000
INF,1439,1,1001
INF,1439,1,1002
INF,1439,1,1003
INF,1439,1,1004
INF,1439,1,1005
INF,1439,1,1006
INF,1439,1,1007
INF,1439,1,1008
INF,1439,1,1009
INF,1439,1,1010
INF,1439,1,1011
INF,1439,1,1012
INF,1439,1,1013
INF,1439,1,1014
INF,1439,1,1015
INF,1439,1,1016
INF,1439,1,1017
INF,1439,1,1018
INF,1439,1,1019
INF,1439,1,1020
INF,1439,1,1021
INF,1439,1,1022
INF,1439,1,1023
INF,1439,1,1024
INF,1439,1,1025
INF,1439,1,1026
INF,1439,1,1027
INF,1439,1,1028
INF,1439,2,1000
INF,1439,2,1001
INF,1439,2,1002
INF,1439,2,1003
INF,1439,2,1004
INF,1439,2,1005
INF,1439,2,1006
INF,1439,2,1007
INF,1439,2,1008
INF,1439,2,1009
INF,1439,2,1010
INF,1439,2,1011
INF,1439,2,1012
INF,1439,2,1013
INF,1439,2,1014
INF,1439,2,1015
INF,1439,2,1016
INF,1439,2,1017
INF,1439,2,1018
INF,1439,2,1019
INF,1439,2,1020
INF,1439,2,1021
INF,1439,2,1022
INF,1439,3,1000
INF,1439,3,1001
INF,1439,3,1002
INF,1439,3,1003
INF,1439,3,1004
INF,1439,3,1005
INF,1439,3,1006
INF,1439,3,1007
INF,1439,3,1008
INF,1439,3,1009
INF,1439,3,1010
INF,1439,3,1011
INF,1439,3,1012
INF,1439,3,1013
INF,1439,3,1014
INF,1439,3,1015
INF,1439,3,1016
INF,1439,3,1017
INF,1439,3,1018
INF,1439,3,1019
INF,1439,3,1020
INF,1439,3,1021
INF,1439,3,1022
INF,1439,3,1023
INF,1439,3,1024
INF,1439,3,1025
INF,1439,3,1026
INF,1439,3,1027
INF,1439,3,1028
INF,1439,3,1029
INF,1439,3,1030
INF,1439,3,1031
INF,1439,3,1032
INF,1439,3,1033
INF,1439,3,1034
INF,1439,3,1035
INF,1439,3,1036
INF,1439,3,1037
INF,1439,3,1038
INF,1439,3,1039
INF,1439,3,1040
INF,1439,3,1041
INF,1439,3,1042
INF,1439,3,1043
INF,1439,3,1044
INF,1439,3,1045
INF,1439,3,1046
INF,1439,3,1047
INF,1439,3,1048
INF,1439,3,1049
INF,1439,3,1050
INF,1439,4,1000
INF,1439,4,1001
INF,1439,4,1002
INF,1439,4,1003
INF,1439,4,1004
INF,1439,4,1005
INF,1439,4,1006
INF,1439,4,1007
